,title,title_len,title_in_content,content_len,include_rate
3363,加快建立同疫情防控相适应的经济社会运行秩序,10,10,709,1.0
3364,伟力凝聚激发奋进豪情,5,3,648,0.6
3365,努力把疫情造成的损失降到最低限度,9,9,725,1.0
3366,谭德塞点赞卢旺达抗疫的深意,7,6,757,0.8571428571428571
3367,以理论滋养初心引领使命,7,7,623,1.0
3368,着力提高政法工作现代化水平,6,6,612,1.0
3369,蓬佩奥“碰瓷”中国，终将四处碰壁,9,9,554,1.0
3370,健全党的全面领导制度至关重要,7,6,688,0.8571428571428571
3371,激发市场主体活力弘扬企业家精神,6,6,629,1.0
3372,追梦新时代奋进新征程,5,5,2033,1.0
3373,逐梦新时代争当建设者,4,4,652,1.0
3374,防疫越吃劲越要坚持依法防控,8,8,802,1.0
3375,以更大力度推进新时代文明实践志愿服务,11,10,838,0.9090909090909091
3376,慎终如始巩固疫情防控重大战略成果,7,7,674,1.0
3377,习近平的上合“心”动力,7,7,647,1.0
3378,一份“沉甸甸”的白皮书,6,6,576,1.0
3379,多国专家认为新冠肺炎暴发期间不应违反《国际卫生条例》实施旅行限制,19,13,318,0.6842105263157895
3380,用信仰成就“大写的人生”,8,8,851,1.0
3381,减负、稳岗、扩就业，三管齐下稳就业,10,9,511,0.9
3382,“为人类作出新的更大的贡献”,11,11,664,1.0
3383,讲好中国故事背后的理论,6,6,624,1.0
3384,钟声煽动暴乱的恶行必将被国际社会唾弃,10,9,658,0.9
3385,不获全胜决不轻言成功,5,5,510,1.0
3386,生态文明建设须落实党政同责,7,6,565,0.8571428571428571
3387,中国市场潜力将充分激发，为世界各国创造更多需求,13,13,832,1.0
3388,投我以木桃，报之以琼瑶,6,1,578,0.16666666666666666
3389,以更有力的行动止暴制乱,7,6,385,0.8571428571428571
3390,回家的每条道路都应该写满平安,8,8,384,1.0
3391,推动中国经济迈向高质量发展新阶段,8,8,706,1.0
3392,扭住战略基点畅通经济循环,6,5,607,0.8333333333333334
3393,焕发残疾人生命的光彩,5,5,609,1.0
3394,人民日报谈基层减负坚决防止新的形式主义,9,7,802,0.7777777777777778
3395,保持加强生态文明建设的战略定力,8,8,671,1.0
3396,扎实办好民生实事,4,4,745,1.0
3397,为基层减负促干部实干,6,5,799,0.8333333333333334
3398,“美对华接触政策失败论”的荒谬逻辑,10,8,853,0.8
3399,引导青年有序参与社会治理大考,7,6,1047,0.8571428571428571
3400,让创新药更快造福患者,7,7,364,1.0
3401,依法打击挑战底线的“网络害虫”,8,8,881,1.0
3402,央地联动，下好深改一盘棋,6,3,669,0.5
3403,新时代党的自我革命的生动实践,9,9,825,1.0
3404,为高质量发展提供更多生力军,7,7,749,1.0
3405,为昂首新征程凝心聚力,6,6,1346,1.0
3406,在平凡中成就不凡,5,5,236,1.0
3407,玩弄强权注定失道寡助,4,1,905,0.25
3408,脚下沾有泥土，心中沉淀真情,8,8,711,1.0
3409,疫情防控体现党的人民情怀与历史担当,10,10,2278,1.0
3410,更好发挥改革和开放相互促进作用,7,7,1474,1.0
3411,团结稳定是新疆繁荣发展之基,7,6,597,0.8571428571428571
3412,努力书写人类历史最成功的脱贫故事,9,8,493,0.8888888888888888
3413,共创金砖合作第二个“金色十年”,8,7,719,0.875
3414,奏响新时代的奋斗壮歌,6,6,696,1.0
3415,人民日报钟声全球战疫没有输赢只有共赢,8,5,631,0.625
3416,学史以增强爱党爱国情怀,7,4,715,0.5714285714285714
3417,办好思政课关键在教师,5,5,676,1.0
3418,捍卫中方正当权益毫不动摇,4,3,595,0.75
3419,扛起责任经受考验,3,3,497,1.0
3420,气吞山河的壮阔行进,4,4,5713,1.0
3421,人民日报社论永远把人民放在最高位置,8,4,863,0.5
3422,以共识凝聚奋进的动力,6,5,476,0.8333333333333334
3423,爱护基层，关怀监督均不可偏废,7,5,710,0.7142857142857143
3424,坚定不移将改革进行到底,5,5,2401,1.0
3425,团结合作，共抗疫情,4,3,608,0.75
3426,维护公平正义，不能让人情网“网住”权力,11,11,341,1.0
3427,始终坚守对党忠诚的政治品格,7,6,697,0.8571428571428571
3428,为了亚太命运共同体的光明未来,7,6,842,0.8571428571428571
3429,各级党组织要在联系服务群众上多用情、多用心、多用力,16,16,784,1.0
3430,疫情防控不获全胜决不轻言成功,7,7,720,1.0
3431,严惩破坏生态行为,4,3,693,0.75
3432,共赴这场特殊的高考,5,5,568,1.0
3433,望海楼别为一己之私绑架香港青少年,6,4,645,0.6666666666666666
3434,重要的经验深刻的启示,6,6,690,1.0
3435,牢牢把握世界发展大势和中朝关系大局,9,9,686,1.0
3436,共产党人的“三层楼”,5,5,607,1.0
3437,坚定不移贯彻新发展理念,5,5,849,1.0
3438,抓住“关键少数”发挥表率作用,7,6,543,0.8571428571428571
3439,优化营商环境助力高质量发展,6,6,772,1.0
3440,钟声开放带来进步和新生,6,5,673,0.8333333333333334
3441,在重大考验中加强党的领导,6,6,621,1.0
3442,让英雄精神照亮逐梦征程,6,6,823,1.0
3443,坚持人民至上、生命至上,6,6,594,1.0
3444,辛识平鼓噪中美经济“脱钩”是开历史倒车,12,9,588,0.75
3445,开好历史交汇点上的盛会,7,4,395,0.5714285714285714
3446,加征关税的“游戏”必将付出代价,8,6,547,0.75
3447,坚持共谋发展这个公约数,5,5,720,1.0
3448,抓“六保”促“六稳”形成发展新动能,12,11,998,0.9166666666666666
3449,美国为何深陷撕裂之痛？,6,5,758,0.8333333333333334
3450,以赶考心态向党和人民交出满意答卷,8,8,698,1.0
3451,脱贫要立愚公志,4,3,715,0.75
3452,“重启”的武汉为中国经济注入信心与动力,12,12,953,1.0
3453,政策接地气才能真落地,6,3,839,0.5
3454,让党的声音传得更开更广更深入,10,10,771,1.0
3455,从长期大势把握当前形势统筹短期应对和中长期发展,12,12,2706,1.0
3456,强打汇率牌实施经济霸凌不得人心,7,6,653,0.8571428571428571
3457,保护知识产权就是保护创新,5,5,709,1.0
3458,珍视中法关系的三条真理,5,4,690,0.8
3459,永恒的旋律不变的初心,6,6,731,1.0
3460,蓄积不畏难的攻坚精神,6,6,693,1.0
3461,数字货币将带来怎样的“革命”,9,6,1038,0.6666666666666666
3462,以更大力度全面深化改革,6,6,698,1.0
3463,万众一心打赢“人民战争”,5,5,930,1.0
3464,两会“通道”汇聚民心共鸣,7,6,734,0.8571428571428571
3465,为改革开放提供有力法治保障,6,4,659,0.6666666666666666
3466,用另一只眼睛审视自己,5,5,554,1.0
3467,让监督与被监督都成为习惯,8,8,732,1.0
3468,用过硬作风打赢疫情防控硬仗,7,6,580,0.8571428571428571
3469,完整准确全面贯彻新发展理念,7,7,573,1.0
3470,美国的脸说翻就翻，很不体面！,11,6,488,0.5454545454545454
3471,生态本身就是一种经济,5,5,473,1.0
3472,诋毁中国制度的“政治病毒”同样要消除,11,11,741,1.0
3473,中西医并重，让古老瑰宝重焕光彩,8,8,560,1.0
3474,像抓脱贫攻坚那样抓乡村振兴,8,7,764,0.875
3475,为“十四五”开局起步凝心聚力履职尽责,10,10,583,1.0
3476,让思政课“有滋有味”,5,5,415,1.0
3477,望海楼中国发出“圆满收官”动员令,8,7,663,0.875
3478,在全社会大力弘扬家国情怀,7,7,672,1.0
3479,优化国有金融资本管理的顶层制度设计,8,8,1256,1.0
3480,在奋斗中收获更多自信和勇气,9,9,673,1.0
3481,辛识平西方的“双重标准”只会害人害己,8,8,360,1.0
3482,望海楼美方一意孤行必将承受严重后果,6,5,651,0.8333333333333334
3483,钟声中国经济发展不是任何鼓噪能否定的,10,8,941,0.8
3484,在毕业季播种新希望,6,5,749,0.8333333333333334
3485,以优良作风冲刺决胜脱贫攻坚战,6,6,788,1.0
3486,努力成为更高水平改革开放开路先锋,6,6,673,1.0
3487,科学素养也是“免疫力”,6,6,647,1.0
3488,在希望的田野上奏响新时代乡村振兴之歌,11,11,692,1.0
3489,创新的活力从哪里来,6,5,616,0.8333333333333334
3490,让中医药瑰宝插上高新科技翅膀,6,3,750,0.5
3491,学史增信筑同心,3,2,813,0.6666666666666666
3492,高质量与一体化双轮驱动长三角发展,7,7,991,1.0
3493,遏制外部势力干预香港事务的法律利剑,9,8,791,0.8888888888888888
3494,确保安全生产责任“不悬空”,7,6,702,0.8571428571428571
3495,“馍馍熟了再揭锅”,7,7,739,1.0
3496,辛识平湾区唱响青春之歌,5,2,630,0.4
3497,团结一致止暴制乱,3,3,861,1.0
3498,为高质量发展增添动力,5,4,734,0.8
3499,用改革破除资金“中梗阻”,8,8,593,1.0
3500,凝心谋发展聚力开新局,4,3,706,0.75
3501,让科学防治贯穿疫情防控全过程,7,7,545,1.0
3502,为疫情防控提供有力法治保障,7,7,681,1.0
3503,确保复工复产安全须精准施策,7,5,717,0.7142857142857143
3504,辛识平海外学子，祖国始终牵挂着你们,8,6,405,0.75
3505,关键时刻更要引导好经济全球化走向,7,6,907,0.8571428571428571
3506,深入推进全面依法治国,4,4,824,1.0
3507,辩证看待新机遇新挑战,5,4,592,0.8
3508,一切为了人民的美好生活,5,5,801,1.0
3509,数字时代如何保护个人信息,5,4,641,0.8
3510,我国现行宪法是一部好宪法,7,7,732,1.0
3511,零和思维损人害己,4,3,634,0.75
3512,新时代党的治藏方略蕴含的精神密码,10,8,857,0.8
3513,抗疫英雄谱“点亮”新偶像,8,6,370,0.75
3514,共同把经济全球化动力搞大、阻力搞小,11,11,790,1.0
3515,止暴制乱是当前民意迫切诉求,7,6,698,0.8571428571428571
3516,提高农村老人的精神生活亮度,7,7,637,1.0
3517,牢牢把握抗疫斗争的深刻启示,7,5,746,0.7142857142857143
3518,做人民公仆让人民满意,4,2,699,0.5
3519,“钢”与“气”的辩证法,9,8,646,0.8888888888888888
3520,香港国安机构定能不辱使命坚定执法,8,8,417,1.0
3521,始终注重抓实学习教育,5,5,614,1.0
3522,以人民为中心推进全面依法治国,7,7,313,1.0
3523,更好满足人民群众法律服务需求,7,7,747,1.0
3524,把防疫与发展贯通起来,6,6,761,1.0
3525,激发各类市场主体活力,4,4,720,1.0
3526,抓好用党的科学理论武装全党,7,7,761,1.0
3527,将党旗插上洪峰浪头让党徽闪耀百姓心间,11,11,658,1.0
3528,辛识平散播谬论不是解决问题的正确态度,7,5,567,0.7142857142857143
3529,学史崇德，赓续精神葆本色,7,6,767,0.8571428571428571
3530,在“全球坐标系”中谋发展,7,6,630,0.8571428571428571
3531,望海楼为中华民族伟大复兴凝心聚力培根铸魂,9,8,583,0.8888888888888888
3532,大力探索“区块链+”在民生领域的运用,12,11,751,0.9166666666666666
3533,“爱国者治港”天经地义,5,5,693,1.0
3534,走乡村善治之路,3,3,531,1.0
3535,社区正在成为中国防控疫情的坚强堡垒,9,9,949,1.0
3536,践行初心须担当作为,4,3,467,0.75
3537,望海楼让绿色成为最动人的色彩,8,7,735,0.875
3538,建设风清气正的政治机关,6,6,569,1.0
3539,红色故事是最生动的教材,7,7,730,1.0
3540,“棉里藏刀”，这种套路行不通！,9,6,602,0.6666666666666666
3541,永恒的一分钟,3,2,89,0.6666666666666666
3542,对北京新发疫情进行流调十分必要,8,7,660,0.875
3543,以奉献精神收获新光荣,5,3,894,0.6
3544,矗立家国情怀的精神灯塔,6,6,855,1.0
3545,汇聚起实现民族复兴的磅礴力量,8,8,715,1.0
3546,功名潜显皆堪立,4,4,780,1.0
3547,让“一带一路”的中国声音传得更远,11,11,753,1.0
3548,习近平主席的一次“点穴式”外交（望海楼）,12,8,680,0.6666666666666666
3549,我们的征途是星辰大海,6,6,641,1.0
3550,加强党委领导和机关指导,6,6,552,1.0
3551,推行垃圾分类践行绿色发展,6,6,535,1.0
3552,激励更多干部担当作为,6,6,666,1.0
3553,筑牢防汛的“铜墙铁壁”,6,5,721,0.8333333333333334
3554,感悟军人的劳动价值,5,4,257,0.8
3555,“强制技术转让说”站不住脚,6,5,859,0.8333333333333334
3556,地摊经济，升温不能“发烧”,8,5,558,0.625
3557,辛识平“百年京张”铺就筑梦之路,7,5,422,0.7142857142857143
3558,暴力伤医，是对法律和良知的无耻践踏,11,10,610,0.9090909090909091
3559,体育强国，从开足体育课始,7,6,747,0.8571428571428571
3560,钟声播撒科技创新的种子,6,5,679,0.8333333333333334
3561,要勇于“挑战不可能”,7,7,795,1.0
3562,高考作文题里的人文精神,5,5,670,1.0
3563,金融业扩大开放尽显“中国底气”,7,6,700,0.8571428571428571
3564,推进新时代更高水平对外开放,6,6,827,1.0
3565,燃烧革命激情的时代音符,6,6,680,1.0
3566,推动企业融资成本明显下降,6,6,632,1.0
3567,让人人享有富足安康,5,4,706,0.8
3568,让红色永不褪色永不淡化,6,6,771,1.0
3569,辛识平民法典，镌刻人民权利的“宝典”,11,9,426,0.8181818181818182
3570,胸怀两个大局做好“三农”工作,8,8,808,1.0
3571,持之以恒发扬党的光荣传统和优良作风,7,7,707,1.0
3572,推动全民道德素质和社会文明程度达到新高度,10,10,576,1.0
3573,长久不变，是为了变得更好,7,7,598,1.0
3574,以制度建设为主线推进改革,6,4,723,0.6666666666666666
3575,防控也搞形式主义，要责问更要问责,9,9,438,1.0
3576,认真履行政治监督责任,5,5,776,1.0
3577,钟声制造和散布谎言者必须付出代价,8,7,613,0.875
3578,再远的路，能“走得好”就近了,12,11,421,0.9166666666666666
3579,人民子弟兵永远是保卫祖国的钢铁长城,7,7,546,1.0
3580,落实改革“任务书”，书写特区新传奇,10,9,329,0.9
3581,封堵打压阻滞不了中国科技创新的步伐,9,9,847,1.0
3582,上下联动推进“厕所革命”,7,6,783,0.8571428571428571
3583,勇当新时代改革开放弄潮儿,5,4,681,0.8
3584,今年高考，在不同中孕育不凡,8,8,696,1.0
3585,消费时点，释放中国消费潜力,8,8,737,1.0
3586,人参补不了牺牲环境的恶果,7,7,519,1.0
3587,把疫情防控工作抓实抓细,6,6,662,1.0
3588,大江潮涌，见证四载高质量发展,7,7,666,1.0
3589,抗击病毒，中国正扛起人类责任,8,5,932,0.625
3590,“回头浪”挡不住经济全球化潮流,8,6,765,0.75
3591,外资持续看好中国资本市场,6,6,601,1.0
3592,完善香港选举制度合法必要势在必行,7,7,866,1.0
3593,构筑群防群治的严密防线,5,5,707,1.0
3594,以共建共治共享推动社会全面进步,7,7,547,1.0
3595,危机中育新机变局中开新局,6,4,727,0.6666666666666666
3596,端牢“中国饭碗”保障粮食安全,7,6,408,0.8571428571428571
3597,爱国是本分，报国是职责,7,7,692,1.0
3598,让营商“软”环境培育发展“硬”实力,12,11,500,0.9166666666666666
3599,下沉干部要沉下去融进去,6,3,537,0.5
3600,青春万岁强国有我,5,5,1114,1.0
3601,精准防疫，让城市动起来,7,7,782,1.0
3602,提高解决实际问题能力,5,5,609,1.0
3603,警惕美国的新型“媒体霸权主义”,8,6,933,0.75
3604,联动合作讲好中国抗疫故事,6,6,594,1.0
3605,望海楼保市场主体就是保社会生产力,7,6,533,0.8571428571428571
3606,在读原著学原文悟原理中把握主题教育总要求,12,8,814,0.6666666666666666
3607,科学技术是人类同疾病斗争的锐利武器,8,8,775,1.0
3608,为搭建民心之桥而不懈努力,6,6,684,1.0
3609,减负减到位，作风实起来,7,5,786,0.7142857142857143
3610,从严管理监督干部的重要举措,7,7,602,1.0
3611,香港国安法是一部治港良法,6,6,786,1.0
3612,练就观事察物的“慧眼”,6,5,1222,0.8333333333333334
3613,把保障人民健康放在优先发展的战略位置,9,9,1063,1.0
3614,不忘初心才能赢得时代、引领时代,8,8,567,1.0
3615,医者仁心大爱有你,4,4,527,1.0
3616,全球抗疫离不开世卫力量,5,4,711,0.8
3617,过好“就业”关是对冲疫情对经济影响的关键,12,11,635,0.9166666666666666
3618,他的英名和事业永世长存,6,6,5015,1.0
3619,以远大理想确立人生航向,5,4,1002,0.8
3620,书写人类文明交流互鉴新篇章,5,3,981,0.6
3621,松开人才紧箍咒，流动的中国将充满更多活力,12,10,602,0.8333333333333334
3622,培养未来科学家，从守护好奇心开始,8,7,496,0.875
3623,开放的大门只会越开越大,7,7,684,1.0
3624,以立德树人铸就教育强国,7,6,332,0.8571428571428571
3625,望海楼煽动暴乱践踏人权必遭唾弃,7,6,775,0.8571428571428571
3626,数字丝绸之路建设成为新亮点,5,4,714,0.8
3627,坚定有力做好纪法监督,5,5,451,1.0
3628,越是艰险越向前,4,4,840,1.0
3629,坚持包容普惠，造福各国人民,7,7,698,1.0
3630,让文明交流互鉴推动命运共同体构建,8,8,775,1.0
3631,满怀热情为困难群众办事,5,5,655,1.0
3632,建设一个持久和平的世界,5,5,811,1.0
3633,排放核废水入海，日方不可一意孤行,8,8,527,1.0
3634,永葆人民军队性质宗旨本色,5,4,689,0.8
3635,美企进博会参展踊跃，他们选择了什么？,10,9,467,0.9
3636,学与用要有“化学反应”,6,3,297,0.5
3637,弘扬“西迁精神”，为西部发展招才引智,11,9,731,0.8181818181818182
3638,形成新发展格局实现更加强劲可持续的发展,11,11,681,1.0
3639,新发展格局给世界带来什么？习近平这三点讲透了！,14,10,715,0.7142857142857143
3640,树立人类命运共同体意识携手应对风险挑战,9,9,478,1.0
3641,打好反腐败斗争这场持久战,6,3,704,0.5
3642,用奋斗点亮最美的青春,6,6,855,1.0
3643,促进经济社会发展全面绿色转型,6,6,974,1.0
3644,为夺取全面建成小康社会伟大胜利而奋斗,8,6,860,0.75
3645,野蛮封杀TikTok是美国的悲哀,7,6,1093,0.8571428571428571
3646,惟创新者行稳致远,4,4,663,1.0
3647,以“无我”之境写就“大我”人生,13,13,624,1.0
3648,努力开创新时代政法事业新局面,8,8,1253,1.0
3649,以担当书写人生风采,5,5,696,1.0
3650,中国空军以开放自信姿态走向世界,6,6,346,1.0
3651,永远不忘白山黑水间的奋起抵抗,8,7,602,0.875
3652,高品质应是在线旅游底色,5,4,764,0.8
3653,让严禁过度执法粗暴执法落到实处,7,6,472,0.8571428571428571
3654,数字赋能盘活文化空间,5,5,698,1.0
3655,走出一条国与国交往新路,5,4,688,0.8
3656,让改革发展成果惠及广大人民,7,7,703,1.0
3657,把修身立德当作事业的“助推器”,9,9,1050,1.0
3658,公正司法让见义勇为更有底气,6,5,553,0.8333333333333334
3659,积蓄绿色发展的势能,5,5,640,1.0
3660,缅怀光辉历史，共创复兴伟业,7,7,614,1.0
3661,坚决打赢湖北保卫战、武汉保卫战,7,7,686,1.0
3662,书写伟大变革新篇章,4,4,707,1.0
3663,正确看待“国际关注突发公共卫生事件”,8,8,942,1.0
3664,用生动语言讲好脱贫攻坚故事,7,7,1610,1.0
3665,以“四个最严”织牢食品安全防护网,8,7,517,0.875
3666,用辛勤劳动托举全面小康,5,3,731,0.6
3667,将经贸问题政治化的企图必将失败,8,8,678,1.0
3668,辛识平让“祸港四人帮”无处遁形,8,7,534,0.875
3669,以更大气魄深化改革扩大开放,6,6,722,1.0
3670,疫情防控一定要“较真”,7,7,609,1.0
3671,以家国情怀守护人民健康,5,3,673,0.6
3672,让机构改革给人民群众带来更多获得感,11,11,799,1.0
3673,让安心过春节成为现实,6,2,568,0.3333333333333333
3674,凝聚众志成城抗击疫情的磅礴力量,7,7,662,1.0
3675,民间力量传递跨越国界的大爱,6,6,780,1.0
3676,学思用贯通知信行合一,4,4,599,1.0
3677,加快打造内陆改革开放高地,5,5,674,1.0
3678,抓创新不问“出身”,6,6,398,1.0
3679,望海楼金奈论道把脉龙象共舞,6,5,624,0.8333333333333334
3680,多维度做好稳就业工作,5,4,1042,0.8
3681,人民日报和音团结合作的声音更响亮,8,6,691,0.75
3682,切实实现好维护好发展好劳动者合法权益,9,9,717,1.0
3683,辛识平“春消息”带来信心和力量,9,8,488,0.8888888888888888
3684,以改革应变局开新局,5,4,462,0.8
3685,让乡村振兴成为全党全社会的共同行动,9,9,1086,1.0
3686,美好生活需要“数字健康”,6,6,842,1.0
3687,将“光盘行动”进行到底,7,7,489,1.0
3688,走互利共赢的海上安全之路,9,9,894,1.0
3689,揭穿美国“三无”政客的真面目,8,6,676,0.75
3690,更深拓展中国经济发展新空间,7,7,855,1.0
3691,新时代党治国理政的一个鲜明特征,8,8,705,1.0
3692,新起点勇立潮头再闯新路,6,5,538,0.8333333333333334
3693,弘扬“晋江经验”，再谱改革新篇,9,7,700,0.7777777777777778
3694,望海楼党是最高政治领导力量,7,6,554,0.8571428571428571
3695,以只争朝夕的奋斗精神赢得脱贫攻坚战彻底胜利,10,7,699,0.7
3696,给快递、外卖员群体更多关怀,9,8,660,0.8888888888888888
3697,管理“无症状感染者”渐入法治轨道,8,6,493,0.75
3698,伟大文明共映未来,4,3,611,0.75
3699,以更加看得见的公平正义提亮法治“底色”,10,10,490,1.0
3700,这场“战疫”让世界深读中国,8,7,997,0.875
3701,春节防疫重在科学精准,5,4,656,0.8
3702,居家隔离不隔贴心服务,5,4,549,0.8
3703,把党的领导落实到国家治理各领域各方面各环节,12,12,506,1.0
3704,锻造战胜灾疫的锐利武器,5,3,521,0.6
3705,依靠人民推动自我革命,4,4,733,1.0
3706,千方百计筑牢公共卫生安全防线,5,5,601,1.0
3707,复苏中，我们看到哪些不一样,8,6,540,0.75
3708,让党旗在防汛救灾第一线高高飘扬,7,7,701,1.0
3709,坚决把党中央各项决策部署抓实抓细抓落地,10,10,694,1.0
3710,脱贫攻坚后仍要接续奋斗,7,5,425,0.7142857142857143
3711,依法惩治“港独”“黑暴”是民心所向,9,8,852,0.8888888888888888
3712,激励广大青年为民族复兴不懈奋斗,7,7,1937,1.0
3713,敢于战胜一切艰难险阻勇于攀登航天科技高峰,9,9,452,1.0
3714,推动清洁能源发展的重大机遇,7,5,541,0.7142857142857143
3715,在平凡岗位书写不凡华章,6,6,250,1.0
3716,坚守扎根中国发展是正确选择,7,7,740,1.0
3717,建设好国家文化公园,4,4,681,1.0
3718,不畏艰险再接再厉勇攀世界航天科技高峰,7,5,471,0.7142857142857143
3719,既要集中攻坚也要久久为功,8,7,829,0.875
3720,感谢您，亲爱的祖国,5,5,698,1.0
3721,凝聚脱贫攻坚强大内生动力,6,6,670,1.0
3722,联系实际，解决突出问题,5,4,797,0.8
3723,在“火线”上淬炼党性,7,6,694,0.8571428571428571
3724,最美的“情书”是关爱,7,7,459,1.0
3725,善于在制度的轨道上干事创业,8,8,949,1.0
3726,开放合作，做大全球市场蛋糕,7,7,767,1.0
3727,培养造就大批优秀科技人才,5,5,668,1.0
3728,为做好新时代党的宣传思想工作提供根本遵循,12,12,697,1.0
3729,健全以创新为导向的科技评价体系,9,9,693,1.0
3730,榜样的力量直抵心灵,5,5,727,1.0
3731,发展高等教育助力强国富民,4,3,668,0.75
3732,坚强意志是无敌的力量,5,4,858,0.8
3733,人民论坛始终把保障人民生命财产安全放在第一位,10,9,787,0.9
3734,正视问题的自觉刀刃向内的勇气,9,9,953,1.0
3735,以宪法之力护航改革开放行稳致远,7,4,421,0.5714285714285714
3736,争做“鲜红的旗帜”,6,6,784,1.0
3737,人民是我们党执政的最大底气,7,7,686,1.0
3738,良好卫生习惯和生活方式贵在坚持,7,7,651,1.0
3739,大力培养社会主义建设者和接班人,6,5,639,0.8333333333333334
3740,让人类文明的瑰宝绽放新光彩,7,7,529,1.0
3741,为新时代中国特色社会主义发展提供宪法保障,10,10,597,1.0
3742,为“十四五”开好局起好步凝心聚力,8,8,739,1.0
3743,坚持稳中求进加强政策协同,5,5,745,1.0
3744,没有离开责任担当的权力,6,6,894,1.0
3745,革命老区脱贫的启示,5,5,758,1.0
3746,把牢机构改革落脚点,5,4,822,0.8
3747,让人类文明更为丰富多彩充满活力,5,4,714,0.8
3748,以更开放的全球行动推动经济复苏,9,9,517,1.0
3749,志愿防控疫情彰显雷锋精神,5,5,442,1.0
3750,增强谨慎之心防范重大风险,6,6,652,1.0
3751,想为敢为勤为善为,6,6,650,1.0
3752,美方用“汇率操纵”施压中国绝不会得逞,10,10,722,1.0
3753,弘扬光荣传统为民纾解难题,5,5,872,1.0
3754,以担当尽责践行初心使命,7,5,794,0.7142857142857143
3755,扫黑除恶须深挖“保护伞”,7,6,401,0.8571428571428571
3756,国际团结合作是抗疫最有力的武器,8,6,400,0.75
3757,创新引领未来绿色造福世界,6,6,560,1.0
3758,反对形式主义不能“只喊口号不发糖”,9,8,476,0.8888888888888888
3759,让基层干部把更多精力投入到疫情防控第一线,11,11,443,1.0
3760,迎难而上并肩战斗打赢保卫战,4,4,695,1.0
3761,续写“八八战略”新篇章,6,6,683,1.0
3762,激发国内市场强大活力潜力,6,6,639,1.0
3763,跨越80年的互助接力令人动容,8,6,480,0.75
3764,为维护人民健康筑牢坚实堤坝,7,7,644,1.0
3765,凝聚守望和平的力量,5,5,725,1.0
3766,不断激发市场主体活力,4,4,634,1.0
3767,铸牢中华民族共同体意识,4,4,791,1.0
3768,钟声中国与地区国家展现合作大气象,9,8,733,0.8888888888888888
3769,煽动暴乱必遭唾弃践踏人权不会得逞,8,4,671,0.5
3770,“一国两制”行稳致远的“压舱石”,10,10,799,1.0
3771,崇尚英雄学习英雄关爱英雄,6,6,520,1.0
3772,美政客“抹黑外交”注定失去市场,9,9,571,1.0
3773,望海楼最伟大的力量是同心合力,7,6,595,0.8571428571428571
3774,携手创造人类美好未来,4,4,720,1.0
3775,望海楼一部人民至上的民法典,6,5,766,0.8333333333333334
3776,争取拐点，还得靠干,7,7,473,1.0
3777,坚持知行合一主动担当作为,5,5,662,1.0
3778,我们就是孩子的环境,5,5,690,1.0
3779,推进复工复产要下“绣花”功夫,8,7,668,0.875
3780,做好复学复课这道“必答题”,7,6,710,0.8571428571428571
3781,人民日报社论树立新时代改革开放新标杆,8,6,997,0.75
3782,丽水好山好水好光景,4,2,865,0.5
3783,用改革为发展松绑除障,6,5,832,0.8333333333333334
3784,世界期盼持久和平的阳光,5,4,797,0.8
3785,坚定信心，稳定外贸基本盘,6,4,646,0.6666666666666666
3786,痛点在哪新基建就向哪发力,9,4,636,0.4444444444444444
3787,直面问题抓整改,4,4,585,1.0
3788,以服务贸易为重点建设高水平开放型经济新体制,11,10,1453,0.9090909090909091
3789,观察中国经济的一扇新窗,6,6,830,1.0
3790,江山就是人民，人民就是江山,7,7,881,1.0
3791,青年要与祖国共成长,6,6,1066,1.0
3792,新时代文化繁荣发展之道,6,5,782,0.8333333333333334
3793,坚守初心使命走好新长征路,8,7,663,0.875
3794,在深化改革开放中构建新发展格局,8,8,679,1.0
3795,从战略高度推动社会信用体系建设,8,8,761,1.0
3796,不忘初心是党的建设的永恒课题,7,7,1015,1.0
3797,“一国”是根，“一国”是本,11,11,757,1.0
3798,开创新时代统一战线工作新局面,7,7,760,1.0
3799,新职业，让更多人梦想成真,8,8,910,1.0
3800,在交流互鉴中实现人类文明的发展壮大,8,6,691,0.75
3801,美国疫情十万火急某些政客还在痴迷于使阴招泼脏水,13,8,867,0.6153846153846154
3802,这一次，美国“长臂管辖”为何失灵了,11,10,562,0.9090909090909091
3803,同时间赛跑与病魔较量,6,6,565,1.0
3804,严防境外输入既要力度也要温度,9,9,630,1.0
3805,向农民致敬为丰收颂歌,6,5,762,0.8333333333333334
3806,增强信心迎难而上争取全年经济发展好成绩,9,9,773,1.0
3807,书写八桂大地繁荣发展新篇章,6,6,720,1.0
3808,确保“一国两制”实践行稳致远,7,7,1908,1.0
3809,继往开来的访俄之旅,6,3,585,0.5
3810,脱贫攻坚离不开一个“实”字,8,8,698,1.0
3811,向人类最伟大的思想家致敬,7,7,976,1.0
3812,积极抢险救灾抓好恢复重建,5,5,422,1.0
3813,以“拙诚”赢“百巧”,8,7,688,0.875
3814,疫情阻击战打出了中国的真功夫,7,6,773,0.8571428571428571
3815,信心似火，凝聚磅礴精神力量,6,6,676,1.0
3816,以共建共治共享拓展社会发展新局面,9,9,564,1.0
3817,每一个生命都值得去珍惜,7,4,360,0.5714285714285714
3818,“经国序民，正其制度”,6,6,692,1.0
3819,辛识平脱贫答卷，写在人心深处,8,5,635,0.625
